1.51476E+12,13715.65,13715.65,13155.38,13410.03,1676.204807,1.51478E+12,22516071.87,19438,739.518666,9937536.514,0
1.51478E+12,13434.98,13818.55,13322.15,13570.35,1302.214836,1.51479E+12,17702535.72,18061,588.516222,7998795.562,0
1.51479E+12,13569.98,13735.24,13001.13,13220.56,1319.755931,1.51481E+12,17651208.2,17200,582.668293,7792108.899,0
1.51481E+12,13220.56,13330,12750,13247,1831.933153,1.51482E+12,23912591.04,21357,830.314747,10833038.11,0
1.51482E+12,13247,13290.65,12940,13240.37,1092.337234,1.51484E+12,14348870.61,13178,557.453779,7324319.567,0
1.51484E+12,13222.03,13599.7,13222.03,13380,1387.469883,1.51485E+12,18668470,16361,663.467239,8923948.785,0
1.51485E+12,13382.16,13850,13231.96,13353.78,2365.532926,1.51487E+12,32053629.31,28312,1101.550968,14922285,0
1.51487E+12,13353.78,13480.84,12890.02,13343,2980.316053,1.51488E+12,39346268.57,22814,1662.863627,21968936.13,0
1.51488E+12,13343.01,13617.28,13302.59,13490,2596.182674,1.51489E+12,34930623.29,18513,1578.448489,21238250.09,0
1.51489E+12,13490,13894.86,13450.46,13690.03,3365.879508,1.51491E+12,45967260.37,29401,2040.992086,27868676.95,0
1.51491E+12,13690.02,15473.49,13503,14732.75,5090.273483,1.51492E+12,72855897.72,49057,2865.715043,40982962.1,0
1.51492E+12,14710.02,15160.31,14544,14675.11,3679.907467,1.51494E+12,54563428.18,29631,2096.756526,31098978.41,0
1.51494E+12,14690,15299.99,14660,14818.49,3303.83359,1.51495E+12,49173973.83,27105,1891.844772,28156547.96,0
1.51495E+12,14805.81,15307.56,14795.05,15170,3211.702067,1.51497E+12,48360266.66,27848,1929.483604,29055915.17,0
1.51497E+12,15170,15172.99,14150,14730.05,4202.802942,1.51498E+12,61658918.83,37851,2336.728813,34321725.58,0
1.51498E+12,14764.73,15045.51,14400.04,15033.77,2082.734125,1.515E+12,30797789.49,26696,1102.909141,16304128.12,0
1.515E+12,15045,15130,14671,14700.01,1659.697353,1.51501E+12,24715811.05,24082,803.406179,11964263.86,0
1.51501E+12,14700.01,14990,14683,14919.51,1444.897562,1.51502E+12,21410108.47,19205,930.581057,13784752.55,0
1.51502E+12,14919.51,15280,14649.99,15119.97,3062.535646,1.51503E+12,45796189.92,25901,2038.428731,30438934.4,0
1.51504E+12,15119.97,15119.97,14685,14748,2839.900442,1.51505E+12,42215770.42,22843,1641.084222,24391348.73,0
1.51505E+12,14734.07,14800,13918.04,14539.97,4339.552051,1.51507E+12,62412829.49,33344,2486.380914,35801090.96,0
1.51507E+12,14539.99,14653.4,14181.88,14353.01,3960.831185,1.51508E+12,57268257.27,32978,2253.525956,32591913.17,0
1.51508E+12,14367.99,14988,14238.01,14895.19,3636.616126,1.5151E+12,53122080,28670,2017.323962,29466851.33,0
1.5151E+12,14905,15100.08,14601,15059.54,3490.214124,1.51511E+12,51966456.7,26574,2244.069166,33426654.41,0
1.51511E+12,15059.56,15200,14642,14965.37,3624.97469,1.51512E+12,54425916.13,28051,2174.337796,32654292.69,0
1.51512E+12,14970,15083.63,14600,14920.14,3434.498779,1.51514E+12,51210966.01,26622,2038.483715,30407212.01,0
1.51514E+12,14916.95,16350,14880,16090.69,4235.324762,1.51515E+12,66819024.04,41596,2387.404241,37654183.89,0
1.51515E+12,16090.7,16267.04,15750,16087.72,3780.801035,1.51517E+12,60557737.56,30152,2132.787917,34167025.6,0
1.51517E+12,16094.99,17118.13,16087.73,16593.01,4211.114828,1.51518E+12,69754690.58,37625,2320.289135,38419456.73,0
1.51518E+12,16594.14,17176.24,16353,16960.39,3964.777031,1.5152E+12,66553622.17,28923,2293.319489,38527729.77,0
1.5152E+12,16960.39,17099.99,16288,16521.59,4247.71364,1.51521E+12,71300832.31,34400,2509.11882,42154298.81,0
1.51521E+12,16521.57,16750,16300,16518,2163.980432,1.51523E+12,35720794.81,20311,1172.689566,19358726.8,0
1.51523E+12,16500.18,16750.01,16340,16529.89,2570.004863,1.51524E+12,42492715.02,22659,1541.60168,25487278.11,0
1.51524E+12,16505.16,16639,16011.21,16556.22,3636.953819,1.51525E+12,59537736.09,30652,2075.307389,33983021.77,0
1.51525E+12,16550.04,16982,16501.75,16770.01,3205.687621,1.51527E+12,53747378.22,26685,1896.256282,31806050.41,0
1.51527E+12,16770.01,17143.13,16612.18,17069.79,2747.117133,1.51528E+12,46417464.53,23535,1812.190319,30628393.17,0
1.51528E+12,17069.79,17099.96,16605.01,16740.68,3154.304603,1.5153E+12,53152017.67,22706,1903.842617,32083768.65,0
1.5153E+12,16727.93,16749.98,16400,16746.99,2773.563248,1.51531E+12,45988400.87,21693,1650.915944,27377873.03,0
1.51531E+12,16747,16886.75,16560.02,16607,1475.70652,1.51533E+12,24730103.14,14827,870.197224,14589002.33,0
1.51533E+12,16611,16649.05,16300,16439.65,1213.051465,1.51534E+12,19998964.56,16967,566.395544,9339340.82,0
1.51534E+12,16439.64,16474.87,15610,16100.9,2778.455183,1.51536E+12,44506716.35,30109,1306.006794,20932314.3,0
1.51536E+12,16100.9,16500,15872.07,16150.03,1098.044539,1.51537E+12,17818503.79,13967,481.962385,7828864.009,0
1.51537E+12,16218.85,16322.3,15514.99,15670.37,3174.144134,1.51538E+12,50445203.94,27921,1659.715913,26401093,0
1.51538E+12,15632.48,15921.68,15476,15865,3057.432567,1.5154E+12,48169601.26,24070,1923.531193,30320249.53,0
1.5154E+12,15864.99,15869.97,14551,15400,4903.911256,1.51541E+12,74266567.64,39774,2636.16105,39972411.5,0
1.51541E+12,15414,15499,12812,14299.98,8735.648961,1.51543E+12,124245731.5,59527,4106.26865,58681206.98,0
1.51543E+12,14297.9,15247.33,14238.32,15196.55,4144.274704,1.51544E+12,61207329.87,32357,2242.343779,33101520.58,0
1.51544E+12,15196.56,15270.99,14392.32,14902.54,2585.19829,1.51546E+12,38235562.9,24993,1188.823804,17573100.54,0
1.51546E+12,14902.54,15500,14701,15210,2267.730932,1.51547E+12,34341074.96,24158,1113.74842,16862113.87,0
1.51547E+12,15186.53,15397,14601,15062.28,2094.696764,1.51548E+12,31351055.73,21598,1038.300967,15533781.42,0
1.51548E+12,15062.28,15300,14170.33,14726,2553.318643,1.5155E+12,37480695.96,28515,1158.408512,16994327.93,0
1.5155E+12,14726,14829.98,14011.05,14654.96,3506.537695,1.51551E+12,50635997.87,34921,1697.96551,24505913.08,0
1.51551E+12,14655.01,14998.62,14585.01,14717.82,1558.961148,1.51553E+12,23133245.16,19315,851.341075,12631828.2,0
1.51553E+12,14717.82,14861.56,14125,14400,2333.759071,1.51554E+12,33688117.78,28149,981.468803,14170608.41,0
1.51554E+12,14401,14480,13750,13964.05,2823.255175,1.51556E+12,39816242.83,27865,1317.970622,18591763.23,0
1.51556E+12,13980,14349.99,13855,13979,2736.517887,1.51557E+12,38607685.29,29179,1270.813639,17922787.56,0
1.51557E+12,13978.95,14128.3,13131.31,13919.08,4921.021789,1.51559E+12,67060813.17,38528,2388.4794,32582761.55,0
1.51559E+12,13919.09,14490,13500,14399.95,3221.049657,1.5156E+12,44789331.89,27542,1720.544917,23925163.26,0
1.5156E+12,14399.95,14735.43,14172.95,14349.98,2238.172719,1.51561E+12,32397512.24,22118,1063.823933,15403366.07,0
1.51561E+12,14349.98,14955.66,14240,14907.09,1470.984428,1.51563E+12,21339781.34,16244,767.922164,11144298.14,0
1.51563E+12,14940,14968.68,12613,12920,4980.407597,1.51564E+12,68256381.9,34703,2248.878646,30882716.47,0
1.51564E+12,12911.92,13631.98,11400,13530.42,12868.42584,1.51566E+12,165873941.4,70126,6497.332361,84067628.6,0
1.51566E+12,13530.42,13896.7,13041,13385.1,3680.231771,1.51567E+12,49614578.92,30936,1797.328168,24219596.53,0
1.51567E+12,13385.1,14400,13282.13,13958.08,4441.493462,1.51569E+12,61633108.38,39597,2197.115726,30467229.28,0
1.51569E+12,13950.05,14190,13205.58,13430.16,2789.52886,1.5157E+12,38399667.92,26281,1377.465529,18963802.24,0
1.5157E+12,13400,13655.92,12511,13238.78,4794.636219,1.51572E+12,62809916.15,37773,2303.89955,30161264.27,0
1.51572E+12,13238.76,13855,12500,13850,4171.703479,1.51573E+12,55125602.97,28755,2054.887023,27160713.9,0
1.51573E+12,13854.95,13966.63,13354.1,13722.04,2879.468236,1.51574E+12,39480638.08,26169,1297.675183,17777838.2,0
1.51574E+12,13722.04,14109.78,13301.99,13900.02,2432.973815,1.51576E+12,33439906.8,20334,1298.033812,17850167.49,0
1.51576E+12,13900.02,14059.48,13358.99,13411.79,2641.69364,1.51577E+12,36339502.85,24210,1330.730247,18311980.64,0
1.51577E+12,13411.79,13801.01,13222,13717,2835.853077,1.51579E+12,38145439.76,21366,1422.411746,19133876.68,0
1.51579E+12,13717,13900,13510,13740.01,1455.46989,1.5158E+12,19984985.81,13618,713.574064,9805443.262,0
1.5158E+12,13749.95,14250,13706.15,14066,2933.250737,1.51582E+12,41146996.1,23746,1338.342109,18759110.09,0
1.51582E+12,14065.99,14320,13948.41,14255.09,2020.969985,1.51583E+12,28510758.85,19396,859.721573,12126374.34,0
1.51583E+12,14250,14254,13974.94,14178,1680.679532,1.51584E+12,23746012.67,18655,806.340362,11396576.88,0
1.51584E+12,14166,14580,14083.55,14241.26,2567.923612,1.51586E+12,36805582.06,26247,1207.368764,17314488.73,0
1.51586E+12,14257.84,14357,13923.18,14089.34,1948.456534,1.51587E+12,27695774.66,21755,928.258413,13198877.6,0
1.51587E+12,14086.64,14348.19,14022,14210,1070.228128,1.51589E+12,15181364.2,13840,434.147187,6162671.302,0
1.51589E+12,14210,14339.5,14088.55,14162,1083.623176,1.5159E+12,15402103.3,12723,513.847249,7306513.314,0
1.5159E+12,14165,14200,13359.07,13590,2682.717948,1.51592E+12,36815507.48,26577,1315.046694,18058959.71,0
1.51592E+12,13590,13720,13120,13280.15,2964.083149,1.51593E+12,39724840.98,25073,1458.303159,19545021.19,0
1.51593E+12,13280.16,13426.45,12569.2,12869.89,6253.565164,1.51595E+12,81257749.94,46102,2987.516989,38842096.79,0
1.51595E+12,12869.82,13450,12690.01,13109,2321.420216,1.51596E+12,30448265.76,22822,1200.142272,15756869.01,0
1.51596E+12,13130.52,13600.8,13100,13474.99,1712.484676,1.51597E+12,22876837.66,19067,813.526548,10872096.66,0
1.51597E+12,13477.98,13733.52,13215.56,13368.43,2125.162132,1.51599E+12,28615038.99,22097,988.557516,13306251.72,0
1.51599E+12,13367,13736.4,13251,13355,1952.400232,1.516E+12,26436379.17,19449,968.533797,13121537.52,0
1.516E+12,13346.34,13740.27,13147.79,13644.9,3087.358567,1.51602E+12,41645243.52,27878,1743.659012,23533634.7,0
1.51602E+12,13645,14249.99,13520.17,13990.01,3698.877325,1.51603E+12,51777282.57,33669,1956.569157,27377916.04,0
1.51603E+12,13990.01,14100,13655.21,13760,1868.799947,1.51605E+12,25935187.01,21770,803.329616,11154903.48,0
1.51605E+12,13774.97,13841.75,13340.64,13539.93,1919.496502,1.51606E+12,26205423.28,20499,970.414174,13254072.18,0
1.51606E+12,13500,13542.93,12501,12828.99,7118.016627,1.51608E+12,92271559.66,45878,3491.770205,45351976.49,0
1.51608E+12,12829.98,13169,12222,12347.32,3386.526008,1.51609E+12,43426175.08,24918,1445.938182,18564963.67,0
1.51609E+12,12340,12488,10620.88,12127.16,17380.2611,1.5161E+12,202053631,105071,8545.249836,99535442.03,0
1.5161E+12,12140,12200,11000,11964.02,8099.861147,1.51612E+12,94363282.55,60067,4124.198874,48080564.04,0
1.51612E+12,11963.9,11988.47,10575.35,11064.52,8288.472559,1.51613E+12,92490836.81,61725,4054.583685,45264069.52,0
1.51613E+12,11082.12,11439,9035,10900,19128.03174,1.51615E+12,197545343.1,120584,8691.660935,89980054.18,0
1.51615E+12,10899.99,11488.88,9777,10415.99,12871.83497,1.51616E+12,136885934.2,86774,6354.349059,67678985.46,0
1.51616E+12,10415.99,11111,9950.55,10765.01,8250.154649,1.51618E+12,87422585.04,61066,4030.113535,42660031.8,0
1.51618E+12,10777.93,10799.78,9587.99,9808.14,9702.344149,1.51619E+12,98384289.04,68354,4478.815764,45441577.81,0
1.51619E+12,9850.76,10333.01,9037.94,9227.47,14020.73653,1.5162E+12,133522798.8,92777,6655.219433,63615695.3,0
1.5162E+12,9227.46,10600.83,9150.01,10390,11753.76867,1.51622E+12,116208029.8,87419,5988.70451,59247522.77,0
1.51622E+12,10366,11680.99,10181.89,10988.79,15732.95768,1.51623E+12,171730543.3,120903,7905.595836,86403478.3,0
1.51623E+12,10972.59,11600,10650,10955.45,9452.007406,1.51625E+12,105800696.7,75490,4803.975052,53820523.33,0
1.51625E+12,10950.01,11325.06,10435.33,10472.97,8196.573674,1.51626E+12,88533543.36,65975,3994.226869,43197536.77,0
1.51626E+12,10461.71,11499,10440.01,11413.78,6725.663497,1.51628E+12,74365486.38,57106,3428.905738,37887530.87,0
1.51628E+12,11413.78,11878.82,11230,11700,8457.279404,1.51629E+12,97771051.83,72808,4198.721628,48543385.15,0
1.51629E+12,11696.99,11700.06,10888,11541.94,7545.898796,1.51631E+12,85145570.7,57907,3534.985351,39894562.75,0
1.51631E+12,11535,11742.95,10635.3,10961.97,8087.01216,1.51632E+12,89673265.13,63826,3853.568207,42748266.8,0
1.51632E+12,10960,11435,10360,10830.52,8231.732797,1.51633E+12,89451661.01,61750,3940.318137,42802180.45,0
1.51633E+12,10830.52,11333,10601,11069.72,5488.382275,1.51635E+12,60487786.6,41705,2846.557214,31374040.07,0
1.51635E+12,11060,11596,10950,11530.22,5898.414912,1.51636E+12,67322926.99,45429,2947.730148,33649960.02,0
1.51636E+12,11535.18,11795,11123,11400,6420.48879,1.51638E+12,74050227.72,52853,3183.963412,36732251.56,0
1.51638E+12,11383.16,11700,11003,11160.5,5110.596379,1.51639E+12,57852358.42,44985,2319.545747,26274823.16,0
1.51639E+12,11141.1,11487.39,11061.22,11474.98,2979.760268,1.51641E+12,33608538.47,26549,1633.301697,18426421.62,0
1.51641E+12,11474.98,11795,11412.45,11749.93,3661.42197,1.51642E+12,42589914.1,28403,1976.08298,22991696.01,0
1.51642E+12,11749.91,12869,11545,12660.98,9899.460966,1.51644E+12,122980195.5,74137,4817.510068,59736511.65,0
1.51644E+12,12660.98,12835,12300,12320.01,4266.527722,1.51645E+12,53678337.94,37823,2181.602932,27473863.16,0
1.51645E+12,12320.05,12700,12240.24,12539.05,3472.518676,1.51646E+12,43451311.36,34644,1597.252046,19995494.12,0
1.51646E+12,12539.08,13099,12535,12770.02,4922.859331,1.51648E+12,63265474.24,47758,2457.158345,31568773.4,0
1.51648E+12,12779.53,12929.97,12600,12799.94,2546.069162,1.51649E+12,32595874.67,28882,1359.589634,17417319.56,0
1.51649E+12,12799.8,12799.8,12201,12400,5130.624885,1.51651E+12,63941412.3,45058,2362.247223,29444451.96,0
1.51651E+12,12409.96,12410,11300,11701.14,9978.489419,1.51652E+12,118759813.6,82638,4902.15051,58368784.18,0
1.51652E+12,11721.43,12194.18,11515,12194.18,6688.411092,1.51654E+12,78934804.73,56293,3627.786247,42824115.8,0
1.51654E+12,12194.18,12291.35,11403,11412,5842.031897,1.51655E+12,69380562.99,54822,2757.469164,32723838.28,0
1.51655E+12,11420.99,11548.99,11024,11356.99,8398.565957,1.51656E+12,94505591.98,74057,4238.555893,47720457.32,0
1.51656E+12,11356.99,11542.39,10965,11530,5341.650176,1.51658E+12,59767045.2,47339,2686.551024,30072802.44,0
1.51658E+12,11530,11770,11149,11502.93,5103.973188,1.51659E+12,58610903.91,45304,2504.194821,28752478.15,0
1.51659E+12,11480.56,11765,11400,11743.97,4492.376024,1.51661E+12,52076116.71,40054,2204.818425,25567626.48,0
1.51661E+12,11745,11926.35,11231,11240,4390.403349,1.51662E+12,51229074.06,42891,2110.254592,24634433.74,0
1.51662E+12,11240,11380,10139.97,10330,14109.4601,1.51664E+12,150913337.6,109483,6616.476634,70773370.9,0
1.51664E+12,10330.06,10750,10231,10540.71,6780.8823,1.51665E+12,71148447.34,57033,3464.922071,36370306.72,0
1.51665E+12,10507.01,10849,9900.24,10760.05,8875.51183,1.51667E+12,91738634.6,68499,4399.909285,45579263.14,0
1.51667E+12,10760.05,10998,10502,10835,5031.535467,1.51668E+12,54136162.11,45937,2527.625475,27201360.87,0
1.51668E+12,10830.82,10941.54,10108.4,10250,6406.772069,1.51669E+12,66704053.79,55461,3063.599597,31928628.54,0
1.51669E+12,10250.85,10645.06,9905,10143.1,5818.293436,1.51671E+12,59811665.63,54610,2853.509717,29411765.3,0
1.51671E+12,10143.01,10770.54,9987.02,10750,6732.222401,1.51672E+12,69655055.33,60175,3705.040976,38386455.86,0
1.51672E+12,10750,11399,10740,10952.98,8641.766165,1.51674E+12,96060756.16,89849,4331.138778,48124177.54,0
1.51674E+12,10952.96,11199,10678,10799.18,4843.333014,1.51675E+12,53051720.21,49254,2266.879285,24847131.16,0
1.51675E+12,10799.14,10894.08,10503,10820.32,4205.301336,1.51677E+12,44902596.01,43769,1982.923847,21179399.64,0
1.51677E+12,10820.32,11100.1,10500,10956,4565.207538,1.51678E+12,49201157.64,47186,2291.68718,24707840.04,0
1.51678E+12,10955.99,11234,10729,11111,4105.795217,1.5168E+12,45192242.28,43288,1863.506047,20518105.23,0
1.5168E+12,11111,11570.48,11022,11070.09,7581.661758,1.51681E+12,85608246.81,79136,3637.479909,41065373.39,0
1.51681E+12,11070.09,11285.99,10862.08,11235.28,3826.549969,1.51682E+12,42351542.66,44477,1865.604533,20648393.7,0
1.51682E+12,11235.28,11390,11057,11349.99,2874.071944,1.51684E+12,32214822.03,35573,1446.191572,16216109.63,0
1.51684E+12,11349.96,11794.05,11248.48,11688.5,4505.1983,1.51685E+12,51700470.31,47536,2263.083905,25982496.32,0
1.51685E+12,11691.28,11691.28,11430,11460,3712.389547,1.51687E+12,42929238.41,40300,1771.271539,20485948.4,0
1.51687E+12,11465.91,11483.98,11147.07,11215,3271.206106,1.51688E+12,37028594.87,36367,1548.736077,17525931.45,0
1.51688E+12,11215,11327.73,10959,10999,3855.514966,1.5169E+12,43013618.21,40442,1756.616352,19609683.7,0
1.5169E+12,10998.99,11303.9,10950.21,11237.57,3193.623586,1.51691E+12,35503242.34,31838,1753.121274,19502796.52,0
1.51691E+12,11230,11395,11111,11175.27,2302.021678,1.51692E+12,25906200.83,24557,1108.557772,12477831.86,0
1.51692E+12,11184.7,11643,11160.43,11507.34,3377.241964,1.51694E+12,38610910.49,33840,1898.80031,21700203.32,0
1.51694E+12,11507.36,11555,11010,11010,3269.703914,1.51695E+12,36879877.33,32378,1413.734364,16001399.47,0
1.51695E+12,11010.09,11034.95,10311.15,10513.97,11290.86185,1.51697E+12,119782369.5,95400,5249.521462,55682675.64,0
1.51697E+12,10510,11147.85,10410,11147.85,7721.121087,1.51698E+12,83212217.1,66519,3348.110096,36028741.11,0
1.51698E+12,11147.84,11399,10868.8,10933,5122.93022,1.517E+12,57056328.6,57300,2328.206196,25927328.84,0
1.517E+12,10932.99,11168,10800.93,11089,2275.012927,1.51701E+12,24940767.15,29283,1092.417125,11988604.02,0
