Date,Open,High,Low,Close
08/03/2018,"2,763.40","2,777.66","2,740.43","2,740.44"
08/02/2018,"2,815.34","2,815.34","2,726.48","2,768.02"
08/01/2018,"2,882.51","2,897.40","2,823.93","2,824.53"
07/31/2018,"2,866.90","2,884.68","2,854.32","2,876.40"
07/30/2018,"2,871.94","2,896.01","2,850.30","2,869.05"
07/27/2018,"2,879.69","2,889.69","2,864.11","2,873.59"
07/26/2018,"2,905.79","2,915.30","2,875.70","2,882.23"
07/25/2018,"2,911.45","2,912.31","2,894.04","2,903.65"
07/24/2018,"2,862.27","2,911.46","2,862.27","2,905.56"
07/23/2018,"2,815.20","2,863.57","2,809.62","2,859.54"
07/20/2018,"2,769.75","2,837.86","2,753.84","2,829.27"
07/19/2018,"2,791.02","2,805.01","2,764.49","2,772.55"
07/18/2018,"2,801.78","2,818.40","2,786.04","2,787.26"
07/17/2018,"2,806.89","2,806.92","2,774.76","2,798.13"
07/16/2018,"2,827.08","2,837.51","2,804.49","2,814.04"
07/13/2018,"2,831.43","2,835.46","2,818.85","2,831.18"
07/12/2018,"2,771.04","2,844.19","2,771.04","2,837.66"
07/11/2018,"2,780.70","2,794.36","2,752.44","2,777.77"
07/10/2018,"2,819.71","2,828.49","2,800.63","2,827.63"
07/09/2018,"2,752.45","2,815.79","2,752.45","2,815.11"
07/06/2018,"2,731.35","2,768.87","2,691.02","2,747.23"
07/05/2018,"2,755.34","2,777.52","2,727.94","2,733.88"
07/04/2018,"2,776.63","2,793.18","2,754.16","2,759.13"
07/03/2018,"2,774.57","2,786.89","2,722.45","2,786.89"
07/02/2018,"2,841.58","2,845.68","2,756.82","2,775.56"
06/29/2018,"2,789.81","2,848.37","2,782.38","2,847.42"
06/28/2018,"2,799.90","2,825.99","2,782.45","2,786.90"
06/27/2018,"2,842.40","2,854.26","2,798.80","2,813.18"
06/26/2018,"2,829.99","2,850.24","2,803.79","2,844.51"
06/25/2018,"2,903.45","2,908.62","2,857.87","2,859.34"
06/22/2018,"2,855.59","2,891.97","2,837.14","2,889.76"
06/21/2018,"2,912.00","2,940.59","2,872.62","2,875.81"
06/20/2018,"2,889.98","2,925.56","2,872.16","2,915.73"
06/19/2018,"2,982.65","2,984.97","2,871.35","2,907.82"
06/15/2018,"3,037.45","3,048.80","3,008.73","3,021.90"
06/14/2018,"3,038.07","3,066.05","3,032.41","3,044.16"
06/13/2018,"3,071.46","3,071.46","3,044.12","3,049.80"
06/12/2018,"3,053.03","3,081.45","3,034.10","3,079.80"
06/11/2018,"3,057.34","3,063.61","3,037.91","3,052.78"
06/08/2018,"3,100.60","3,100.68","3,053.29","3,067.15"
06/07/2018,"3,121.18","3,128.72","3,105.58","3,109.50"
06/06/2018,"3,109.17","3,117.53","3,103.53","3,115.18"
06/05/2018,"3,088.01","3,114.77","3,080.05","3,114.21"
06/04/2018,"3,083.43","3,098.40","3,076.99","3,091.19"
06/01/2018,"3,084.75","3,102.09","3,059.79","3,075.14"
05/31/2018,"3,061.83","3,098.08","3,054.27","3,095.47"
05/30/2018,"3,081.14","3,085.40","3,041.00","3,041.44"
05/29/2018,"3,129.62","3,143.21","3,112.15","3,120.46"
05/28/2018,"3,136.81","3,149.66","3,115.96","3,135.08"
05/25/2018,"3,148.41","3,156.73","3,131.07","3,141.30"
05/24/2018,"3,167.94","3,173.53","3,152.07","3,154.65"
05/23/2018,"3,205.44","3,205.44","3,168.96","3,168.96"
05/22/2018,"3,211.25","3,214.59","3,192.23","3,214.35"
05/21/2018,"3,206.18","3,219.74","3,203.34","3,213.84"
05/18/2018,"3,151.08","3,193.45","3,144.78","3,193.30"
05/17/2018,"3,170.01","3,172.77","3,148.62","3,154.28"
05/16/2018,"3,180.23","3,191.95","3,166.81","3,169.57"
05/15/2018,"3,180.42","3,192.81","3,164.52","3,192.12"
05/14/2018,"3,167.04","3,183.82","3,163.48","3,174.03"
05/11/2018,"3,179.80","3,180.76","3,162.21","3,163.26"
05/10/2018,"3,169.05","3,176.14","3,155.53","3,174.41"
05/09/2018,"3,160.14","3,165.37","3,145.66","3,159.15"
05/08/2018,"3,135.30","3,169.70","3,134.06","3,161.50"
05/07/2018,"3,094.90","3,136.84","3,091.66","3,136.64"
05/04/2018,"3,093.12","3,104.09","3,086.78","3,091.03"
05/03/2018,"3,074.52","3,105.66","3,056.16","3,100.86"
05/02/2018,"3,087.41","3,097.60","3,064.76","3,081.18"
04/27/2018,"3,082.41","3,088.03","3,049.91","3,082.23"
04/26/2018,"3,119.50","3,121.93","3,067.93","3,075.03"
04/25/2018,"3,112.40","3,122.91","3,107.00","3,117.97"
04/24/2018,"3,069.75","3,136.04","3,069.75","3,128.93"
04/23/2018,"3,063.44","3,085.06","3,045.94","3,068.01"
04/20/2018,"3,105.46","3,111.17","3,065.92","3,071.54"
04/19/2018,"3,094.27","3,127.44","3,090.29","3,117.38"
04/18/2018,"3,091.91","3,096.89","3,041.63","3,091.40"
04/17/2018,"3,112.97","3,118.76","3,064.03","3,066.80"
04/16/2018,"3,152.89","3,153.11","3,096.10","3,110.65"
04/13/2018,"3,192.04","3,197.90","3,155.51","3,159.05"
04/12/2018,"3,203.28","3,205.25","3,177.05","3,180.16"
04/11/2018,"3,197.37","3,220.85","3,191.59","3,208.08"
04/10/2018,"3,144.26","3,190.65","3,139.08","3,190.32"
04/09/2018,"3,125.44","3,146.09","3,110.30","3,138.29"
04/04/2018,"3,147.05","3,163.34","3,128.87","3,131.11"
04/03/2018,"3,130.01","3,144.33","3,119.13","3,136.63"
04/02/2018,"3,169.78","3,192.34","3,159.99","3,163.18"
03/30/2018,"3,161.79","3,177.72","3,152.89","3,168.90"
03/29/2018,"3,127.26","3,174.51","3,098.25","3,160.53"
03/28/2018,"3,130.57","3,165.21","3,117.53","3,122.29"
03/27/2018,"3,164.80","3,172.78","3,143.57","3,166.65"
03/26/2018,"3,117.32","3,134.28","3,091.46","3,133.72"
03/23/2018,"3,172.77","3,188.24","3,110.66","3,152.76"
03/22/2018,"3,281.27","3,288.80","3,242.76","3,263.48"
03/21/2018,"3,299.73","3,314.21","3,268.88","3,280.95"
03/20/2018,"3,257.22","3,292.57","3,252.43","3,290.64"
03/19/2018,"3,264.93","3,280.57","3,251.05","3,279.25"
03/16/2018,"3,290.21","3,300.57","3,269.28","3,269.88"
03/15/2018,"3,277.51","3,297.10","3,273.20","3,291.11"
03/14/2018,"3,298.67","3,304.98","3,287.36","3,291.38"
03/13/2018,"3,324.12","3,333.88","3,307.38","3,310.24"
03/12/2018,"3,319.21","3,333.56","3,313.56","3,326.70"
03/09/2018,"3,291.43","3,309.72","3,283.56","3,307.17"
03/08/2018,"3,268.35","3,289.50","3,261.55","3,288.41"
03/07/2018,"3,288.86","3,308.41","3,264.76","3,271.67"
03/06/2018,"3,266.49","3,290.25","3,243.65","3,289.64"
03/05/2018,"3,255.87","3,269.40","3,236.72","3,256.93"
03/02/2018,"3,248.45","3,269.94","3,242.27","3,254.53"
03/01/2018,"3,235.09","3,280.15","3,228.58","3,273.75"
02/28/2018,"3,264.06","3,277.83","3,239.84","3,259.41"
02/27/2018,"3,328.67","3,328.67","3,284.63","3,292.07"
02/26/2018,"3,307.30","3,335.99","3,281.62","3,329.57"
02/23/2018,"3,275.43","3,294.13","3,258.49","3,289.02"
02/22/2018,"3,237.57","3,269.92","3,234.12","3,268.56"
02/14/2018,"3,188.25","3,203.50","3,171.38","3,199.16"
02/13/2018,"3,176.11","3,219.22","3,176.11","3,184.96"
02/12/2018,"3,128.37","3,168.13","3,113.61","3,154.13"
02/09/2018,"3,172.85","3,180.11","3,062.74","3,129.85"
02/08/2018,"3,281.05","3,307.16","3,225.71","3,262.05"
02/07/2018,"3,412.74","3,425.54","3,304.01","3,309.26"
02/06/2018,"3,418.01","3,440.12","3,364.22","3,370.65"
02/05/2018,"3,411.67","3,487.72","3,406.24","3,487.50"
02/02/2018,"3,419.22","3,463.16","3,388.86","3,462.08"
02/01/2018,"3,478.67","3,495.09","3,424.42","3,446.98"
01/31/2018,"3,470.51","3,495.45","3,454.73","3,480.83"
01/30/2018,"3,511.50","3,523.05","3,484.66","3,488.01"
01/29/2018,"3,563.64","3,587.03","3,510.27","3,523.00"
01/26/2018,"3,535.49","3,574.90","3,534.20","3,558.13"
01/25/2018,"3,555.17","3,571.48","3,528.04","3,548.31"
01/24/2018,"3,553.48","3,569.49","3,527.11","3,559.47"
01/23/2018,"3,504.34","3,547.22","3,504.34","3,546.50"
01/22/2018,"3,476.99","3,503.39","3,475.67","3,501.36"
01/19/2018,"3,481.62","3,498.43","3,474.29","3,487.86"
01/18/2018,"3,449.88","3,476.55","3,448.79","3,474.75"
01/17/2018,"3,438.58","3,465.20","3,430.51","3,444.67"
01/16/2018,"3,403.47","3,437.58","3,401.96","3,436.59"
01/15/2018,"3,428.95","3,442.50","3,402.31","3,410.49"
01/12/2018,"3,423.88","3,435.42","3,417.98","3,428.94"
01/11/2018,"3,415.59","3,426.48","3,405.64","3,425.34"
01/10/2018,"3,414.11","3,430.21","3,398.84","3,421.83"
01/09/2018,"3,406.11","3,417.23","3,403.59","3,413.90"
01/08/2018,"3,391.55","3,412.73","3,384.56","3,409.48"
01/05/2018,"3,386.46","3,402.07","3,380.25","3,391.75"
01/04/2018,"3,371.00","3,392.83","3,365.30","3,385.71"
01/03/2018,"3,347.74","3,379.92","3,345.29","3,369.11"
01/02/2018,"3,314.03","3,349.05","3,314.03","3,348.33"
