OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseAssetVolume,TakerBuyQuoteAssetVolume,Ignore,Change,HighChange,LowChange,VolumeChange,VolChange
1640000000000.0,3816.37,3832.51,3807.99,3825.99,6061.3313,1640000000000.0,23154982.98,17180,3204.0926,12238239.8,0,0.2520719951157747,0.17041340933981627,-0.4704664675025288,-7353.862800000001,-54.81741632049886
1640000000000.0,3825.99,3826.0,3805.91,3816.62,5805.0681,1640000000000.0,22160436.51,17460,2705.0518,10327655.47,0,-0.24490393336103572,0.2457671971535052,-0.2806147848095969,-256.2631999999994,-4.2278368780139015
1640000000000.0,3816.62,3816.63,3783.89,3785.11,7933.4851,1640000000000.0,30143646.45,23639,3310.6663,12579428.33,0,-0.8255996143184221,0.8327366972161967,-0.0322315599810905,2128.4169999999995,36.66480674016553
1640000000000.0,3785.1,3812.24,3766.0,3810.13,8717.3019,1640000000000.0,33038350.93,23497,4863.0164,18438622.46,0,0.6612771128900214,0.05537868786628468,-1.1582281969381651,783.8168000000005,9.879854693367994
1640000000000.0,3810.13,3810.94,3792.1,3793.33,6428.4201,1640000000000.0,24443336.99,16572,3393.5258,12905392.55,0,-0.4409298370396858,0.4642359088189039,-0.032425336050383655,-2288.8818,-26.256768737124958
1640000000000.0,3793.33,3808.3,3792.8,3802.38,6540.4906,1640000000000.0,24857225.46,19081,2591.264,9847655.687,0,0.23857665955770213,0.1556919613505245,-0.2519474644827694,112.07049999999981,1.7433599275815812
1640000000000.0,3802.38,3826.05,3802.38,3809.45,6913.1841,1640000000000.0,26372984.34,17781,3231.3296,12326825.85,0,0.18593617681556573,0.4357584428198392,-0.18559109582747402,372.6935000000003,5.69824991415782
1640000000000.0,3809.44,3818.85,3802.62,3810.12,5210.3318,1640000000000.0,19849226.1,14051,2447.6882,9326651.299,0,0.017850392708635292,0.2291266416805775,-0.19684419388365723,-1702.8523000000005,-24.631953602971464
1640000000000.0,3810.12,3810.21,3797.49,3803.86,4757.4829,1640000000000.0,18095912.48,15601,2232.2882,8490872.542,0,-0.164299287161553,0.1669356916395427,-0.16746147334550548,-452.84889999999996,-8.691363954978835
1640000000000.0,3803.87,3821.43,3798.77,3819.17,6236.7895,1640000000000.0,23785248.2,17586,2896.5824,11047172.56,0,0.40222194764805796,0.05917516109520559,-0.5341474718328876,1479.3066,31.094312498737516
1640000000000.0,3819.17,3822.89,3809.57,3815.74,4536.4788,1640000000000.0,17310629.14,14931,2038.5819,7779412.875,0,-0.08981008962681135,0.18738173984600867,-0.16169864823073948,-1700.3107,-27.262595603074306
1640000000000.0,3815.73,3826.7,3802.46,3820.82,7143.9359,1640000000000.0,27250863.96,21745,3294.8879,12570031.09,0,0.13339518257319424,0.15389366680449887,-0.4805251228793852,2607.4571000000005,57.47755505878261
1640000000000.0,3820.83,3840.0,3816.46,3836.69,8725.2186,1640000000000.0,33407682.29,22824,4055.56,15526722.17,0,0.41509305569732563,0.0862722815760446,-0.527277418816741,1581.2826999999997,22.13461489765046
1640000000000.0,3836.7,3848.0,3821.26,3826.45,7454.3583,1640000000000.0,28571170.44,20272,3637.2951,13941792.44,0,-0.2671566710975578,0.5631851977681711,-0.13563485737431824,-1270.8603000000003,-14.56536917023489
1640000000000.0,3826.45,3828.08,3781.42,3791.69,13111.5885,1640000000000.0,49837629.16,26779,5951.9969,22622919.02,0,-0.9084138039174631,0.9597303577032898,-0.27085547605421284,5657.2302,75.89157875601445
1640000000000.0,3791.69,3796.71,3761.44,3790.03,12642.7174,1640000000000.0,47791984.95,30154,5506.779,20823803.55,0,-0.04377995036513677,0.176251903019233,-0.7543475909161707,-468.8711000000003,-3.5760053024848997
1640000000000.0,3790.02,3816.17,3780.79,3814.54,10160.5936,1640000000000.0,38615386.53,25214,4912.1919,18674475.51,0,0.6469622851594445,0.042731233648096736,-0.8847724758424346,-2482.1237999999994,-19.632834630947297
1640000000000.0,3814.54,3833.0,3788.57,3821.0,14455.1364,1640000000000.0,55090999.02,37942,7350.0316,28016179.49,0,0.16935200574643433,0.31405391258832765,-0.8487306987699512,4294.542799999999,42.26665260974515
1640000000000.0,3821.02,3828.18,3804.27,3820.97,8922.9206,1640000000000.0,34057247.33,23748,4463.3949,17036142.14,0,-0.0013085511198628087,0.18869554066114197,-0.4370617932095729,-5532.2158,-38.27162640955778
1640000000000.0,3820.97,3823.33,3790.13,3792.88,8767.9237,1640000000000.0,33378978.65,19937,4662.9918,17752803.41,0,-0.7351536389974194,0.8028200206703038,-0.0725042711607011,-154.9969000000001,-1.7370646557137368
1640000000000.0,3792.87,3804.23,3771.13,3772.6,11885.0492,1640000000000.0,45057797.32,23719,5758.0565,21835216.93,0,-0.5344238004466271,0.8384138260085913,-0.038965169909341034,3117.1255,35.55146699098214
1640000000000.0,3773.0,3773.0,3726.4,3747.6,25781.3228,1640000000000.0,96597999.65,53248,11462.3116,42943269.12,0,-0.6732043466737369,0.677767104280075,-0.5656953783754889,13896.273600000002,116.92230605153912
1640000000000.0,3747.6,3760.16,3645.6,3655.3,44674.9533,1640000000000.0,164886131.8,98114,18694.747,69009105.71,0,-2.4629095954744296,2.868711186496311,-0.265368095641952,18893.6305,73.28417803294406
1640000000000.0,3655.29,3666.14,3583.36,3593.46,54535.853,1640000000000.0,197555631.1,118159,25314.7972,91709023.43,0,-1.6915210557849016,2.0225632120574555,-0.2810661590778778,9860.899700000002,22.072546184396348
1640000000000.0,3593.13,3633.96,3553.0,3554.24,28173.218,1640000000000.0,101024025.3,73766,13952.1126,50051439.57,0,-1.0823432494788758,2.2429548933105323,-0.03488790852614854,-26362.635000000002,-48.34000671081463
1640000000000.0,3554.24,3570.36,3415.0,3534.25,65658.8238,1640000000000.0,230094242.3,170834,26797.9036,93956210.55,0,-0.5624268479337293,1.0217160642286236,-3.3741246374761267,37485.6058,133.05404373756664
1640000000000.0,3534.25,3564.98,3503.18,3540.63,26507.9435,1640000000000.0,93848571.75,57115,14131.7793,50031553.77,0,0.18051920492325413,0.6877307145903386,-1.0577213659716003,-39150.8803,-59.62775151022428
1640000000000.0,3539.82,3550.43,3516.0,3538.85,19668.9219,1640000000000.0,69495325.65,39535,10624.5072,37543632.71,0,-0.02740252329215199,0.3272249459570179,-0.645689984034359,-6839.0216,-25.79989503900972
1640000000000.0,3538.85,3540.0,3501.83,3525.13,15755.2747,1640000000000.0,55513079.87,33338,6911.5419,24354250.61,0,-0.38769656809414926,0.42182841483859856,-0.6609685316569937,-3913.6472000000012,-19.89761929961195
1640000000000.0,3525.13,3529.71,3491.47,3508.31,19040.2744,1640000000000.0,66898168.49,37397,8537.1128,29999728.78,0,-0.4771455237111869,0.609980303907012,-0.48000319242028633,3284.9996999999985,20.850158201303838
