OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseAssetVolume,TakerBuyQuoteAssetVolume,Ignore,Change
1520000000000.0,6922.0,7049.98,6430.0,6813.01,44071.43046,1520000000000.0,297470498.8,260942,21899.30066,147951173.8,0,-1.5745449292112075
1520000000000.0,6813.01,7125.0,6765.0,7056.0,32123.56007,1520000000000.0,224322159.4,206780,16365.68359,114292405.9,0,3.566558686982696
1520000000000.0,7063.97,7520.0,7011.01,7405.21,37787.33181,1520000000000.0,277080072.8,248143,19218.85049,140892233.1,0,4.830711342205583
1520000000000.0,7405.21,7427.52,6707.0,6796.1,42227.1838,1520000000000.0,297443582.7,277249,20299.4022,142890978.6,0,-8.225425072347708
1520000000000.0,6796.1,6902.0,6566.69,6770.76,39029.73146,1520000000000.0,263446941.1,238476,18991.10271,128270766.9,0,-0.3728609055193441
1520000000000.0,6770.0,6850.0,6500.0,6601.39,27455.01192,1520000000000.0,182139799.8,162456,13778.06346,91424043.8,0,-2.49054652880354
1520000000000.0,6601.39,7070.0,6586.28,6895.8,32269.57827,1520000000000.0,222323863.5,178577,16460.73623,113334533.9,0,4.459818310992077
1520000000000.0,6895.81,7109.13,6880.0,7018.0,21427.67317,1520000000000.0,149967346.7,152461,11211.61595,78468498.47,0,1.771945572746343
1520000000000.0,7011.04,7185.0,6611.0,6782.72,34078.29721,1520000000000.0,234309953.8,212669,17046.4286,117289580.0,0,-3.256578196672672
1520000000000.0,6781.55,6890.0,6656.0,6843.9,22326.7281,1520000000000.0,151417844.3,147755,11456.44794,77704393.56,0,0.9194063304111811
1520000000000.0,6839.56,6990.0,6787.0,6953.79,23997.87118,1520000000000.0,165264003.4,155607,12530.65891,86309556.52,0,1.6701366754586489
1520000000000.0,6953.78,8012.23,6743.2,7923.0,64861.59599,1520000000000.0,485176252.5,404588,33198.86779,248243486.5,0,13.938030826399459
1520000000000.0,7922.99,8233.39,7732.0,7877.41,55044.52315,1520000000000.0,439884522.7,351905,27485.08304,219615109.1,0,-0.575287864808613
1520000000000.0,7877.48,8186.0,7810.0,7999.01,31621.28636,1520000000000.0,252868761.3,194500,16283.46605,130249061.3,0,1.5427522507197817
1520000000000.0,8004.0,8429.54,7999.02,8355.0,27946.72044,1520000000000.0,230287099.6,181778,14619.4641,120469031.2,0,4.385307346326837
1520000000000.0,8355.07,8419.0,7867.0,8064.92,36664.06972,1520000000000.0,295817536.5,226748,17912.93846,144490340.3,0,-3.4727417005482852
1520000000000.0,8064.92,8173.7,7825.4,7885.02,32152.60357,1520000000000.0,258221765.6,221228,15662.79502,125845498.6,0,-2.2306482891336756
1520000000000.0,7890.96,8236.43,7868.0,8173.0,26969.04457,1520000000000.0,217649160.1,183472,14559.15229,117565317.9,0,3.5742165718746515
